272115
12338	157	9476
101	203	461
8658	107	13609
9989	107	11346
9095	134	1033
5650	192	12798
10615	226	3179
6300	58	5701
6513	228	13268
11702	184	5518
8355	231	12742
4420	130	4274
10203	1	242
3919	39	3919
11872	231	1458
7713	192	13233
13319	184	3889
3106	46	2404
6314	10	452
8757	191	3165
4419	46	316
8367	231	8847
7309	97	12019
2960	218	769
10490	146	177
7053	231	2971
11387	192	4439
1075	46	4209
7313	187	694
1693	89	13177
4538	46	3384
11493	155	7757
12338	157	9709
1018	123	177
12019	192	6500
3016	164	5801
2142	46	4333
14275	107	12856
2592	38	6658
8446	146	665
8434	191	4805
9769	192	13206
11351	134	10631
8524	93	334
5382	46	5234
1997	34	9040
12415	129	3189
1297	96	5737
1519	143	3947
3774	96	8933
312	32	9
8276	72	527
11939	42	8628
1775	96	14501
4882	107	12418
13419	192	5867
9384	46	6705
3279	164	12590
4497	135	8459
14180	93	4346
6075	189	5936
7088	206	7758
12036	106	5870
7842	93	7284
177	150	1266
9368	39	9368
1566	55	1436
7104	36	11360
19	60	11861
3955	96	9849
1889	123	694
14295	192	7949
8143	190	7815
8157	192	8015
13754	107	14463
1146	89	14460
12467	102	9379
12025	231	12155
10567	206	11560
7432	17	6949
11727	206	14301
6670	31	13965
9300	146	194
14475	34	7482
1731	198	14271
12602	9	5337
7422	189	7025
13857	106	1899
9730	97	11217
6823	208	8168
12203	58	5701
11919	191	2576
13554	235	8986
4234	147	1054
6881	48	8358
12526	146	461
12101	146	41
9907	46	11989
6252	192	9162
5401	198	14271
12962	192	6077
9808	20	8182
3501	1	242
6878	54	7001
4050	123	694
14106	174	12770
11084	206	5957
4599	173	13643
257	164	11187
5258	56	10687
369	52	4854
879	199	12863
10702	146	591
3362	89	14460
7292	56	11566
8194	215	88
2470	56	11584
9556	231	3956
5310	72	1764
8296	187	177
7271	108	14235
6667	89	14460
6776	93	13640
4096	198	14271
4389	236	91
112	44	10765
14363	192	8241
8319	192	6076
3315	147	1900
975	107	10655
8214	75	13685
10634	155	3996
972	219	12449
7053	231	5206
988	107	12516
13879	133	11809
3284	56	13745
3055	115	1535
1509	23	14163
12209	220	13440
13535	54	10294
2704	99	847
7198	17	6949
8174	187	177
13874	96	1716
5648	17	13220
467	72	8071
13643	88	548
1257	133	10507
1653	165	9204
11680	228	13268
14149	208	13483
11017	189	8411
11835	1	242
5166	218	200
1113	141	6417
8092	156	3005
8643	189	7025
5864	17	10786
4732	107	10865
6066	146	177
8895	106	7072
3415	179	7480
9476	215	2944
9447	192	5874
10219	88	351
11160	205	8820
13535	20	7550
6384	136	10214
1980	107	11718
9714	6	8614
349	123	177
9408	89	14460
451	60	13205
5984	99	1494
8537	157	10844
13327	189	13450
7387	146	461
8478	97	9456
98	60	6496
10958	176	6462
10718	106	2529
107	72	4928
10429	146	356
1472	115	1835
13454	193	200
13768	155	4521
200	52	99
3500	164	6520
6077	97	6252
10894	191	10142
3085	96	6574
581	198	14271
13261	11	8942
11921	206	5673
12184	220	7883
11641	155	5358
2461	77	10107
6021	46	5619
9456	93	1986
1997	56	6070
6164	147	7302
10326	137	3568
1711	46	2130
10932	147	12455
13266	196	8358
12758	97	12027
13406	75	7444
9328	231	7164
5044	147	8152
4816	72	2598
2362	46	10576
13388	31	14506
3599	46	2803
3174	46	8191
12129	93	2337
12873	108	6658
1289	161	5569
3069	179	12043
1298	134	5
11243	108	12226
10865	192	6318
1629	134	757
12436	70	11391
4339	60	9615
13450	189	11823
8479	187	77
8766	192	5677
5574	164	8424
11502	184	9216
3020	56	6677
11041	56	12018
13	107	11437
4630	107	13433
2327	107	14039
6976	127	13037
12522	75	7362
6980	231	5455
7213	46	2649
3942	72	10364
9808	189	9012
11919	124	7815
1826	5	14418
6487	97	6325
10158	2	1158
1493	34	6724
12713	227	3493
10748	71	8414
1688	35	1572
14158	147	14204
8423	156	1489
13067	137	3003
2190	123	177
11780	143	11533
1545	107	12613
10602	189	12330
6066	206	12227
13634	4	3900
5518	147	1111
6388	223	12706
6916	147	7456
1114	135	8459
1686	135	8459
5681	178	9057
10576	56	8819
85	43	12332
11511	107	14113
12357	149	12606
9956	205	6349
6834	141	7785
946	162	668
7161	187	451
5847	88	84
10556	164	13280
8819	193	200
786	57	4550
9808	20	2684
7768	127	9808
48	229	3492
7294	34	9107
1885	152	10107
809	164	9479
716	147	4297
6737	129	1766
11346	192	12771
4611	46	1770
5920	137	13410
13361	93	1458
2205	164	11579
14447	175	5985
1688	103	3443
10188	223	7329
14503	17	12889
12670	146	395
676	164	7155
7534	46	1538
7668	114	5269
846	52	8981
4640	36	11360
13847	192	8446
6821	231	12314
5797	89	13177
778	123	177
9771	231	7211
9218	146	830
2896	1	21
9830	97	13828
7311	192	12584
790	55	5923
5867	146	591
6089	206	8438
9952	220	9092
3637	104	2442
4806	46	5572
12129	93	4381
13651	146	418
666	114	637
10665	108	12226
5653	31	14060
10706	187	177
1783	130	3606
3621	164	11311
9273	93	4776
8213	193	141
7881	215	461
6571	155	430
5037	164	9310
259	181	6935
9347	190	7815
13469	192	11541
1113	143	3502
8756	190	10505
130	156	3709
2196	107	10498
10919	72	1201
9152	164	9310
3470	107	9713
10760	147	13541
8643	54	7626
1107	35	8599
9169	192	3453
2867	96	7801
7992	231	12160
6939	155	5110
5864	192	13000
2217	190	7815
6075	20	4224
10145	206	7015
4539	56	7204
11004	58	14335
6792	192	10003
11599	157	10844
9913	40	3876
7198	17	8520
10023	38	12226
9914	108	6658
11454	159	3514
13200	93	1423
6334	109	1582
2010	89	13177
2816	147	4538
2244	78	36
8905	63	11742
9526	199	12921
1635	128	10107
1874	107	6620
688	230	688
9020	97	8188
3699	164	11311
12984	146	77
12987	1	147
12569	17	7370
12368	116	2488
7340	147	1934
9712	99	3183
6620	192	7802
8618	215	803
9498	108	6658
12533	174	2972
10865	93	1824
6720	231	3696
3917	107	10655
12253	193	114
13440	97	14144
12079	155	2717
5864	192	7347
13925	107	5648
5634	88	180
10328	125	28
8326	29	5855
548	114	1234
2319	164	13213
9620	189	8231
2695	89	13177
7013	146	356
3150	143	4434
6992	141	5942
1502	117	694
1048	123	177
9947	81	2304
927	44	11295
5768	192	13588
2673	148	8650
19	72	1148
3608	77	10107
13327	127	8650
5319	46	4522
6731	58	8477
11306	107	7432
7923	146	662
8403	215	77
6244	156	3053
6109	187	19
13284	107	10581
401	46	2077
12220	56	9658
7434	164	11163
5940	189	8411
1693	96	7103
13403	106	11131
14447	175	10204
4872	134	765
12176	46	6340
11321	34	12378
9216	46	9670
7606	184	2682
7943	2	960
10244	107	6212
6792	192	8451
13716	208	3079
13851	146	1132
3778	46	857
3156	115	5285
644	96	6464
10463	217	10107
7993	135	8459
12448	127	9883
976	134	620
11372	100	694
10977	7	2587
12165	190	7815
5509	143	9941
10315	46	1613
7946	192	12235
13535	189	13980
4448	78	103
10661	187	514
5957	220	9503
408	107	12291
13298	1	12028
5315	130	1773
14162	93	14279
1595	178	6863
537	30	10412
12235	97	10078
4371	107	13582
5870	34	12178
11339	1	378
735	72	3662
14158	56	7949
14263	46	14204
1404	46	5286
10806	146	28
3546	107	10782
13136	97	7713
10031	73	11352
9634	146	662
6063	148	13535
8987	75	9211
9253	146	126
11204	184	2309
13560	189	9695
1408	110	7735
767	151	10107
1062	114	1085
8205	77	10107
6109	146	395
418	209	12214
3640	130	12951
10611	99	14375
5453	79	6075
11425	58	6507
1394	196	8358
1947	135	8459
5992	107	11201
8664	46	1450
621	147	5137
5856	146	126
6604	148	8411
7212	217	10107
694	72	2434
14235	116	12496
6039	99	1117
1810	147	11321
4059	46	2626
177	150	5637
7689	73	13493
6058	208	10944
10181	192	13358
7636	123	250
13411	97	12388
12285	93	4921
514	43	12332
6148	206	9417
10158	2	4001
7491	206	12227
12342	72	10899
7644	79	7025
2061	107	11839
1760	123	177
177	150	3409
10419	19	12213
5924	163	7463
8753	20	3074
8639	190	8490
1204	107	9527
14018	133	9057
4178	134	7437
8746	46	9297
4273	147	2185
8620	38	8740
2326	164	11163
2431	98	9836
6959	158	521
9050	215	233
570	118	757
15	72	2677
1864	46	6021
5568	134	3816
5453	164	11262
11269	108	6658
7031	17	13858
196	229	7217
13721	206	12227
598	107	12516
12922	206	8438
4315	164	7155
9135	208	13228
5864	192	11158
3100	56	13188
3859	1	1099
8738	93	9207
10240	89	14460
1496	164	12409
2867	46	6320
9628	231	9357
3957	164	8877
2286	96	9846
7078	7	2645
8324	107	10672
13966	208	9469
7713	192	10291
6064	47	10529
7110	57	4550
4201	115	5466
5412	147	3567
2622	96	13589
11735	206	6926
9266	46	2745
103	72	1767
12527	148	13730
2563	123	177
694	72	4762
12750	146	451
4767	134	1411
8650	54	13854
6513	38	8740
6238	231	13080
211	34	12233
3122	46	4345
12195	96	6903
4630	46	10932
5903	36	11360
10109	187	107
10932	46	4195
12489	156	5052
7956	190	7815
66	72	434
972	55	3006
8227	192	11547
5081	164	7155
13680	37	11446
6678	191	7638
11099	189	14292
813	199	12921
8484	16	8484
9484	17	12801
8006	192	8642
4485	165	7815
10059	156	12037
6855	190	9204
9803	205	12358
6984	146	15
6895	146	432
12134	217	10107
13722	53	694
2349	69	11734
1536	147	4416
7048	164	11163
9563	146	12259
14212	178	9057
11061	54	5271
13376	81	3578
10998	146	849
13011	127	8871
8614	56	8729
13000	146	1030
11454	159	3536
9332	106	13461
7024	17	11561
6440	146	177
6135	127	7025
13266	46	12514
12072	38	12226
6680	46	8152
1056	96	6269
11087	4	13520
13692	146	266
13737	42	462
14159	206	5957
1544	57	4550
694	72	1502
13037	127	13997
4742	146	443
12102	146	20
5632	123	694
1030	35	1572
9551	18	8768
12144	134	4584
9299	181	10276
6554	206	13043
11727	71	8414
10194	164	7155
12397	220	9379
9855	71	8414
316	147	4333
2144	135	8459
1753	39	1753
5213	46	1996
14050	178	14433
13616	146	177
12654	208	3691
2685	135	8459
3010	236	62
12889	184	2420
12444	58	6507
7114	70	11634
5231	164	10274
7206	96	11050
5320	147	3436
8650	20	1136
11505	146	1872
8963	46	8359
2229	27	101
5862	47	12136
10464	174	4018
1805	164	11311
13997	37	13680
126	220	13105
13300	99	332
593	46	12532
13100	198	14271
8897	146	616
6975	184	131
7306	231	1090
13555	215	234
12237	147	3546
11455	198	14271
4817	56	12491
14119	79	7025
2639	147	829
10918	93	13956
5506	129	3061
4492	198	14271
4058	222	177
10115	231	11797
9808	189	10997
6117	156	5561
1242	133	14433
8618	215	3280
1211	98	10901
1876	164	630
14441	99	3509
3247	79	8753
11889	17	13220
6203	56	6694
9534	192	12660
3110	198	14271
9592	134	10006
11454	2	2372
14275	46	306
2545	130	1657
7809	193	12122
7775	58	8477
1582	79	9808
10598	89	14460
13329	190	8490
11593	175	13573
358	123	177
12285	17	7900
8044	146	16
2285	46	2671
2651	144	13271
3182	129	2504
694	209	12305
11454	159	2155
7357	90	10794
5563	164	10011
5139	143	3714
570	60	11818
6282	211	217
10245	218	91
9349	123	177
9637	10	3985
14034	206	10420
11224	38	6658
10681	206	8438
11437	93	593
298	198	14271
1709	56	13709
2794	44	12329
1054	46	3952
8623	77	10107
670	201	8390
854	178	12368
14508	106	5870
3192	46	2587
6628	176	8366
13039	187	126
2366	236	12
10602	127	8242
7230	198	14271
449	69	12255
13868	147	2616
6997	191	1217
1113	143	4630
5679	20	1256
5192	236	64
940	78	103
13535	20	189
8326	198	14271
1266	72	13050
6542	189	9881
11536	108	6658
11454	42	311
3675	135	8459
3476	141	14025
2575	107	11080
11286	56	13300
1723	96	9861
5124	123	694
3649	67	12863
3495	164	8424
3458	46	3815
1220	72	5523
794	141	13503
4818	123	177
13730	54	6438
13099	106	3600
6394	74	10847
4990	164	8877
12653	192	11673
9755	174	1433
7114	70	10757
6982	223	10831
124	72	3693
2143	96	7973
694	72	96
7753	58	5701
9582	192	13589
422	119	7751
13227	146	418
11192	36	11360
4635	56	11505
5802	36	11360
14530	147	7126
11499	38	8740
5193	164	11579
1338	79	8643
2704	97	9701
5717	116	14327
5864	93	1494
3016	134	486
10486	147	3567
7294	34	9195
12516	93	2856
9111	192	9106
2488	55	839
933	130	1560
9181	107	11201
6479	206	13434
1800	78	36
11061	127	13535
7525	231	13749
1178	96	7376
1681	46	2774
916	143	3067
7	147	1469
10345	154	41
4364	107	8188
9363	146	616
10691	146	694
8198	163	13407
13582	17	11228
10973	231	8255
12796	54	9295
12064	107	7842
10581	192	7970
7423	88	44
1290	35	1572
8712	32	4523
5004	108	14235
11241	164	11311
4716	197	10097
14399	184	9684
5518	147	563
9069	198	14271
30	72	519
13801	106	11131
13633	93	753
6888	208	3464
9569	164	11311
7491	155	968
9766	164	7857
12175	125	10469
4441	123	250
1520	90	661
273	72	3117
13844	96	13801
13037	127	8871
12856	17	13858
8486	146	19
6649	97	7713
4672	89	14460
5810	72	11766
409	171	4363
2488	133	10939
12285	17	13849
577	46	1707
11433	147	6164
12397	220	12062
1267	152	10107
4368	1	200
2025	107	11093
2587	46	4400
11396	58	6507
13360	206	11736
12040	89	14460
12283	75	8024
177	72	3147
1204	96	6095
11577	106	5870
3699	134	200
8817	206	7015
9417	220	11555
2796	46	1219
9015	156	3561
5508	79	9012
12043	206	10541
8701	205	6237
13870	205	13201
8936	55	1519
11880	46	12871
11776	107	14344
11760	108	8740
2704	190	9204
11161	31	14345
10643	20	289
8740	116	9710
203	216	5558
4162	204	5191
8639	206	12184
8459	105	684
11511	164	8877
5673	220	11824
8437	11	14304
13800	16	13800
3517	96	5702
8445	143	3996
11516	191	10760
293	34	14266
4724	107	11839
2523	107	13481
7502	130	1594
4941	23	12979
7169	193	191
8968	146	177
9249	192	1836
10181	192	13360
12964	164	11311
2283	56	8069
2033	96	6126
6865	93	778
3139	147	3806
1183	135	6127
11712	28	10896
6021	96	6827
5797	164	11579
10508	87	925
377	147	4100
9680	220	10687
7257	226	5914
5285	1	3486
11209	20	5088
3894	165	9204
1874	34	10016
9162	99	1585
11596	38	8740
8194	215	116
13814	99	4454
1833	194	4962
228	223	3254
2052	107	12482
11462	147	11880
5864	192	5811
13604	146	662
1423	107	13361
733	114	23
10949	42	92
3499	96	6799
6883	214	3924
5419	34	7547
6287	146	990
8191	46	5212
6345	146	312
8169	38	12226
12290	93	4111
10077	122	10107
13078	186	13785
9244	187	177
13668	231	14079
4485	46	131
3484	164	11002
395	209	10663
11827	58	8114
7787	56	13329
9376	107	6792
13268	40	12930
12288	107	7813
1251	56	9347
4645	114	13774
3941	107	8006
9745	164	10011
3470	96	10382
4450	164	10779
12019	192	11438
9808	54	10525
2593	130	1131
7432	192	12919
10131	147	9266
6484	46	7533
5769	231	4656
6833	174	2050
7618	146	965
3814	46	1404
12086	73	6773
5150	181	13016
3677	72	992
8172	58	8925
6345	97	6792
5645	149	5277
10115	231	408
7766	20	4993
8886	38	14235
11436	192	13225
3355	165	7815
9477	1	5301
1695	16	1695
10738	77	11742
957	134	103
14491	24	1702
11439	56	11566
10666	10	4593
2122	56	10896
3078	46	12308
10914	217	10107
1833	147	4378
4290	57	4550
5014	46	13541
3239	164	11163
7974	135	8459
8910	99	989
9692	164	5801
5229	123	694
10181	17	10015
8610	146	7478
2901	1	3572
11639	72	338
8355	231	7420
11814	235	13328
3304	220	9013
7877	116	5899
2506	164	12409
2762	141	10005
8886	108	6658
13726	107	9202
8681	1	745
7689	73	11551
8360	88	24
2946	107	10803
6326	198	14271
12397	220	10772
3832	96	11796
4727	107	6792
1369	107	12516
12532	56	12197
5704	231	4106
7686	184	4892
4446	122	10107
13552	99	2290
1493	34	12476
8374	146	662
103	229	3985
11454	159	1488
8852	174	6962
5836	192	12221
9389	157	11531
4215	147	6484
4764	96	7516
9759	37	9808
210	229	3492
7382	146	73
9214	206	10541
2652	123	177
12732	146	28
9062	184	1384
2213	77	10107
6075	189	13730
10155	206	6194
7089	127	13535
13437	17	6975
3174	46	5132
33	197	10536
10795	158	548
11457	89	14460
11190	116	1778
11290	46	7259
12648	107	14038
12313	231	6841
9937	199	12863
7585	190	7815
5540	46	4170
8184	99	1934
6888	208	3131
5502	135	8459
6532	190	8490
1760	107	12516
12534	184	676
12345	56	10902
11422	155	1873
3295	134	62
156	201	13537
8913	89	14460
4493	135	8459
10776	58	14469
73	35	1572
9426	96	11650
6046	58	11777
9462	108	12226
12257	36	8986
7766	127	6878
12635	235	6819
130	156	3184
555	56	10111
5652	96	11194
617	232	126
8328	187	177
9754	96	8374
12041	147	6608
7432	192	5744
7432	192	12736
1984	25	12368
12719	192	7088
11560	220	11478
12687	68	12365
1016	1	191
694	220	11684
4077	147	7199
2911	46	1423
202	89	14460
1242	178	9057
7954	184	1701
11423	58	5701
7340	46	175
6932	168	6672
8188	192	12292
6822	168	6273
5702	155	659
5098	56	10206
1820	107	10403
62	69	11092
3365	46	4323
1392	143	2702
8213	146	177
107	150	13274
10957	123	105
1889	107	6865
8412	116	14209
1832	174	4656
5024	24	1702
8212	146	413
6425	58	7137
9661	106	2953
6176	127	7503
6918	198	14271
1766	96	11170
1024	130	3835
8498	190	11424
8065	36	11360
12436	208	4541
3725	96	7711
8360	88	187
13858	184	5090
6865	93	3612
12693	141	14442
1469	147	2544
1371	55	1321
12127	46	14375
9819	58	7049
8072	107	8188
12659	93	5237
2933	164	10779
9474	192	10617
7264	123	250
7697	184	1280
11531	215	878
177	72	997
13132	146	694
3154	198	14271
9925	47	11045
3182	107	13823
8357	174	7926
4881	62	12120
1091	178	14433
250	150	2270
2502	46	1766
9074	68	13208
13054	193	2032
6587	127	12715
12397	220	8289
910	89	14460
9982	17	10955
10927	187	234
14104	17	13220
13823	17	7181
3462	56	6856
4056	89	14460
3799	96	6281
3432	89	14460
12543	184	1909
7863	192	12414
8624	107	14038
2319	164	13014
12839	46	2226
9135	208	2929
14476	121	9885
5798	177	10844
8048	158	14259
12444	146	41
6287	146	159
1903	107	7824
1844	130	13614
6585	174	9468
2718	77	6283
9421	184	5560
6584	116	14209
11478	206	11560
6239	143	2733
8081	231	12469
8959	97	6703
7931	37	13730
90	69	6988
180	114	428
10836	93	747
9636	10	12797
5429	198	14271
8480	176	9349
2204	46	3842
13892	164	8316
8736	215	2014
9569	164	7155
6658	116	8632
3497	164	11163
1624	144	6960
4839	221	7378
2165	147	555
1934	134	62
13953	218	79
12920	38	12226
5324	123	250
1716	99	4817
471	107	9273
1803	147	5544
2968	130	2427
5093	96	12197
9984	164	10779
10265	220	11175
13060	75	6128
1539	114	995
7745	205	12250
946	89	14460
11105	184	2195
10837	107	11080
8650	127	8964
207	78	66
13648	174	9022
10112	84	13887
11726	147	6179
3097	76	10602
3211	115	2855
5854	168	10412
10449	189	11332
11841	224	14433
14475	34	8446
903	141	7431
13982	215	164
1341	96	11747
4073	107	10403
7181	184	10905
3238	107	11662
14444	75	3453
6517	17	12889
8043	192	12491
5902	71	8414
6888	208	2300
2663	96	5871
12226	116	8473
13583	137	2425
10573	38	14235
14369	46	14422
3458	56	8204
9063	220	5902
6279	90	11518
12141	58	6507
9017	97	9512
9437	74	8979
3430	56	6729
38	60	5798
8772	164	12498
2372	35	337
8552	206	12227
12631	146	2372
1069	67	12863
1205	46	2607
130	156	3635
6658	116	9192
629	15	14174
2507	147	9824
10788	159	8445
12265	206	7758
2309	164	10779
4766	164	11002
642	114	11986
7496	137	4417
12401	217	10107
107	60	13042
1494	107	9534
13582	192	8994
9464	147	1790
1893	46	3692
13623	192	9178
12448	189	8012
2544	147	5518
9456	93	3803
5855	108	14235
8575	192	6348
12934	74	4475
2865	96	7921
4297	1	200
13264	164	11579
7292	56	10347
7228	99	727
4248	39	4248
4082	196	8358
8552	137	4667
12903	125	694
1832	174	10650
12506	192	13369
6669	231	11291
4392	143	5883
415	55	1791
13637	46	7298
11837	206	5957
11578	187	570
14433	212	10939
973	219	5967
13459	231	3605
1138	134	883
2261	21	10348
4413	46	3400
1632	129	5292
7633	71	8414
13971	13	10160
1764	230	1764
5864	93	2440
13521	99	4738
10281	99	8
12753	175	14339
14235	116	12614
5815	17	13976
461	60	13226
6658	116	13579
7863	192	11004
7511	193	141
7908	123	177
12468	191	660
13695	38	8740
9039	231	3651
2896	165	7815
12448	127	8643
6129	137	907
3193	115	2162
7276	107	6776
11584	99	6916
4933	72	9469
7699	97	13910
13178	164	14160
1927	107	10531
7863	93	11689
7943	2	1125
107	72	678
5448	107	12807
2620	96	13304
11337	189	11644
1855	46	14074
12682	155	3823
11192	155	2281
13849	184	8135
6359	187	694
223	72	9319
7179	12	4539
13103	58	13533
5553	134	348
6247	206	10842
14313	46	14228
10747	93	3384
14441	146	15
13721	106	1899
10659	164	10779
14011	220	7105
7288	81	2787
8498	146	1132
2736	143	2756
7486	190	9204
9365	143	4648
334	89	13177
7180	58	8114
13623	192	12660
8715	192	6736
12296	231	1116
1719	107	14113
10327	193	1796
77	60	7864
4854	55	4634
9982	192	3516
222	96	6360
10667	190	8176
7235	108	12226
13745	58	8114
4248	218	1446
11380	138	2426
10425	206	5898
4739	156	3861
6248	146	359
5486	236	200
5663	184	5919
11331	43	12332
4829	107	13971
13582	192	10920
8740	116	9493
6075	54	10539
8936	55	7073
7447	93	1970
11004	163	6897
8412	116	14033
13388	88	351
6739	225	177
9025	12	5393
1571	147	725
7206	107	11217
11750	93	1482
2078	107	13689
4999	135	8459
11587	174	4876
8499	206	9603
13931	198	14271
8636	231	11776
14340	46	13901
5590	46	8110
3971	96	6158
3047	46	1812
5679	189	8871
8171	146	107
1858	89	13177
7204	193	249
13762	154	105
5463	197	12830
6903	206	12184
930	107	12516
3858	135	8459
6964	146	266
1537	147	4244
10237	155	3721
11910	93	3889
4421	107	14120
1276	96	6522
9008	110	13897
1484	44	10460
6058	208	839
6774	92	11065
11716	116	2347
5692	107	14319
3546	107	11484
8188	192	7309
1018	96	11087
4510	46	13676
3641	165	7815
4039	83	8026
9661	36	11360
1574	107	12131
10442	193	767
715	46	3911
4473	107	11217
888	115	4734
2304	10	13401
9065	127	13730
11454	159	13628
8871	127	8650
13730	127	9012
5953	134	64
4183	164	11579
2389	107	9100
12511	146	1030
12732	106	211
8119	192	9446
1945	79	14292
1791	141	13463
4953	107	14374
203	104	1903
5834	140	7947
981	128	10107
13369	146	356
2351	130	2709
12468	191	2499
3749	134	952
13190	97	10181
8906	58	5701
1710	198	14271
4193	46	11132
13384	137	1960
7629	38	14235
6356	127	9759
8196	16	8196
3567	134	1867
263	72	2269
1024	130	5799
1705	96	11070
9602	146	1854
5908	157	10516
13879	178	8412
1713	72	693
9508	93	12675
13721	58	6507
12555	208	4442
2382	46	400
13771	99	5475
13492	187	177
5383	123	177
12084	146	648
9057	116	13879
6736	99	3587
5330	10	4593
5508	79	9808
9447	192	10536
5349	179	13616
6587	127	9759
12050	137	8107
11316	72	4728
12455	147	4195
188	147	1920
10568	163	8542
14038	93	2044
10480	164	9544
11322	99	2780
980	147	2077
951	43	12332
11415	231	1423
14235	116	6936
8557	223	8531
12654	142	1736
3236	147	7199
2857	89	14460
694	60	13499
103	229	12470
939	201	7675
7161	146	280
8946	189	8643
10068	146	514
8622	228	13268
5022	111	1378
4036	89	13177
12436	208	5313
928	164	8424
11920	51	9027
5551	164	5801
8262	108	14235
11346	93	5478
659	107	11346
4759	198	14271
180	100	177
4447	164	9479
4084	89	14460
1628	10	13402
13185	146	266
6667	145	1374
8950	38	12226
189	46	982
9177	206	10867
12184	220	10068
7032	73	9975
8435	17	10656
3988	107	6860
9982	17	13669
9911	123	4339
2643	123	250
747	96	12416
8766	192	8156
12305	177	11531
7186	201	7675
7159	88	792
11234	58	6507
2850	107	13582
12891	56	740
9216	89	14460
2051	96	10627
14043	107	13945
12285	192	13661
10708	231	11764
12592	46	4364
7766	189	7635
3933	46	2142
6122	46	10144
12780	193	8369
5259	46	243
2554	56	6470
5142	46	6390
636	152	10107
12397	220	12667
473	134	832
12796	20	1582
11623	166	177
12543	205	11623
1544	207	5175
4336	96	10689
8753	20	4251
10282	157	8618
9600	206	7015
13963	17	5858
10345	177	10314
11493	206	6489
1467	123	177
2204	96	9373
4817	34	12249
8736	215	3754
3400	96	5859
9456	13	8141
13600	208	1633
11809	116	14209
4330	164	8424
2561	46	3220
7209	20	4847
9871	146	177
910	130	1783
1779	198	14271
520	229	876
9982	192	6271
7921	198	14271
11856	192	11694
7539	192	11786
5619	46	8110
13479	164	11311
7114	208	1859
8889	220	12395
6499	56	7398
11433	147	11236
11819	38	8740
654	76	9808
1903	107	9508
9634	36	11360
6059	146	735
4026	79	10892
8650	20	5586
14461	191	1298
11176	146	177
4278	46	3366
767	26	14513
1697	107	12285
12102	146	616
608	96	11914
709	164	8424
9063	220	6643
11688	20	1972
4669	89	14460
6462	46	5695
7730	46	2414
13316	2	14356
1870	96	13304
9195	58	6507
2939	46	2013
8134	202	13664
7422	127	12715
13978	147	14154
8047	187	177
874	96	2834
6208	187	177
8844	166	116
2896	89	14460
352	107	6776
3435	46	9477
4129	147	2702
7463	206	9063
1483	55	8183
12345	79	14292
7713	17	13355
2673	164	9544
7615	231	6600
